"AÑO","MES","PROVINCIA","INDICADOR_ADR","TASA_VARIACION_ADR","INDICADOR_RVPAR","TASA_VARIACION_RVPAR"
2021,5,"Castellón",56,0,15.58,0
2021,6,"Castellón",77.37,46.16,33.72,289.8
2021,7,"Castellón",106.57,19.84,64.83,105.43
2021,8,"Castellón",113.99,16.56,85.2,86.86
2021,9,"Castellón",72.25,4.25,42.5,57.09
2021,10,"Castellón",58.13,1.03,25.93,63.94
2021,11,"Castellón",54.9,14.73,21.99,131.29
2021,12,"Castellón",60.73,19.13,21.5,86.01
2022,1,"Castellón",53.08,8.86,13.58,56.85
2022,2,"Castellón",53.01,13.05,20.34,107.91
2022,3,"Castellón",48.91,-8.78,20.6,77.17
2022,4,"Castellón",59.6,3.92,28.03,114.21
2022,5,"Castellón",57.65,2.95,26.57,70.55
2022,6,"Castellón",79.3,2.5,48.17,42.85
2022,7,"Castellón",102.41,-3.9,68.81,6.15
2022,8,"Castellón",114.49,0.44,88.87,4.3
2022,9,"Castellón",74.88,3.65,48.52,14.16
2022,10,"Castellón",55.79,-4.02,27.8,7.24
2022,11,"Castellón",51.43,-6.33,23.08,4.98
2022,12,"Castellón",55.45,-8.7,20.96,-2.52
2023,1,"Castellón",56.59,6.62,21.44,57.91
2023,2,"Castellón",52.84,-0.31,22.7,11.6
2023,3,"Castellón",50.43,3.1,23.43,13.75
2023,4,"Castellón",59.33,-0.45,31.86,13.64
2023,5,"Castellón",57.66,0.02,28.48,7.2
2023,6,"Castellón",83.44,5.22,48.87,1.45
2023,7,"Castellón",106.67,4.17,71.86,4.44
2023,8,"Castellón",124.78,8.99,96.08,8.12
2023,9,"Castellón",76.11,1.63,47.67,-1.74
2023,10,"Castellón",57.81,3.62,29.31,5.42
2023,11,"Castellón",56.71,10.28,27.16,17.68
2023,12,"Castellón",56.91,2.64,23.16,10.5
2021,1,"Ciudad Real",48.89,-5.49,7.75,-38.41
2021,2,"Ciudad Real",49.78,-3.97,10.58,-33.59
2021,3,"Ciudad Real",48.55,-11.65,9.71,-4.39
2021,4,"Ciudad Real",51.1,0,11.37,0
2021,5,"Ciudad Real",50.13,0,14.18,0
2021,6,"Ciudad Real",52.9,9.94,17.15,90.51
2021,7,"Ciudad Real",55.02,1.19,18.16,39.07
2021,8,"Ciudad Real",54.98,6.39,20.52,48.34
2021,9,"Ciudad Real",54.34,8.63,19.78,70.85
2021,10,"Ciudad Real",53.86,7.21,21.71,102.49
2021,11,"Ciudad Real",50.72,1.92,17.78,89.26
2021,12,"Ciudad Real",54.29,10.3,14.53,88.51
2022,1,"Ciudad Real",51.11,4.53,11.84,52.68
2022,2,"Ciudad Real",53.63,7.74,17.73,67.6
2022,3,"Ciudad Real",52.43,7.99,14.8,52.37
2022,4,"Ciudad Real",55.09,7.8,22.99,102.26
2022,5,"Ciudad Real",58.73,17.14,22.84,61.12
2022,6,"Ciudad Real",53.78,1.66,20.42,19.08
2022,7,"Ciudad Real",56.87,3.37,21.43,18.03
2022,8,"Ciudad Real",55.04,0.11,20.98,2.22
2022,9,"Ciudad Real",54.03,-0.56,23.1,16.75
2022,10,"Ciudad Real",60.33,12.01,23.99,10.53
2022,11,"Ciudad Real",52.26,3.04,18.85,5.97
2022,12,"Ciudad Real",55.39,2.03,14.56,0.19
2023,1,"Ciudad Real",53.57,4.82,14.25,20.41
2023,2,"Ciudad Real",54.32,1.29,18.01,1.62
2023,3,"Ciudad Real",54.28,3.53,17.91,21.02
2023,4,"Ciudad Real",55.4,0.57,23.23,1.02
2023,5,"Ciudad Real",58.46,-0.45,22.51,-1.46
2023,6,"Ciudad Real",54.2,0.78,20.08,-1.65
2023,7,"Ciudad Real",55.73,-2.01,20.59,-3.92
2023,8,"Ciudad Real",54.59,-0.81,20.09,-4.22
2023,9,"Ciudad Real",56.65,4.86,23.74,2.81
2023,10,"Ciudad Real",53.05,-12.07,22.29,-7.11
2023,11,"Ciudad Real",53.69,2.73,20.04,6.31
2023,12,"Ciudad Real",57.49,3.78,19.73,35.54
2021,1,"Córdoba",44.08,-13.98,7.89,-65.92
2021,2,"Córdoba",43.31,-27.79,8.52,-71.69
2021,3,"Córdoba",45.87,-22.44,9.88,-39.03
2021,4,"Córdoba",45.38,0,10.29,0
2021,5,"Córdoba",60.5,0,22.97,0
2021,6,"Córdoba",56.7,32.24,21.85,123.95
2021,7,"Córdoba",56.04,-14.89,20.67,-15.99
2021,8,"Córdoba",60.94,3.88,29.51,26.71
2021,9,"Córdoba",64.66,25.35,32.43,102.54
2021,10,"Córdoba",75.2,48.65,43.86,190.83
2021,11,"Córdoba",63.62,60.59,32.17,369.11
2021,12,"Córdoba",70.34,63.81,27.98,223.55
2022,1,"Córdoba",56.99,29.28,19.15,142.6
2022,2,"Córdoba",63.09,45.68,28.93,239.46
2022,3,"Córdoba",67.21,46.5,32,223.87
2022,4,"Córdoba",87.2,92.17,53.63,421.3
2022,5,"Córdoba",98.12,62.18,60.21,162.18
2022,6,"Córdoba",70.87,25,35.6,62.92
2022,7,"Córdoba",59.31,5.83,26.47,28.09
2022,8,"Córdoba",58.57,-3.88,29.69,0.61
2022,9,"Córdoba",72.58,12.24,40.71,25.54
2022,10,"Córdoba",79.26,5.4,47.63,8.59
2022,11,"Córdoba",63.14,-0.76,33.02,2.64
2022,12,"Córdoba",73.41,4.38,32.2,15.09
2023,1,"Córdoba",58.68,2.97,25.81,34.82
2023,2,"Córdoba",63.05,-0.07,31.29,8.15
2023,3,"Córdoba",73.86,9.89,40.91,27.84
2023,4,"Córdoba",105.27,20.72,67.76,26.36
2023,5,"Córdoba",95.11,-3.07,58.03,-3.63
2023,6,"Córdoba",71.29,0.58,37.36,4.93
2023,7,"Córdoba",58.84,-0.78,25.25,-4.61
2023,8,"Córdoba",63.52,8.45,30.88,4
2023,9,"Córdoba",76.52,5.42,45.18,10.98
2023,10,"Córdoba",85.76,8.2,54.05,13.48
2023,11,"Córdoba",69.57,10.18,41.1,24.46
2023,12,"Córdoba",75.92,3.41,37.82,17.46
2021,1,"Cuenca",41.36,-23.28,4.19,-72.16
2021,2,"Cuenca",47.64,-17.36,8.45,-52.83
2021,3,"Cuenca",51.41,-13.43,10.51,8.4
2021,4,"Cuenca",53.94,0,11.72,0
2021,5,"Cuenca",53.62,0,13.22,0
2021,6,"Cuenca",55.95,13.02,16.96,185.02
2021,7,"Cuenca",56.73,-0.61,19.14,15.15
2021,8,"Cuenca",63.17,0.85,31.35,35.35
2021,9,"Cuenca",57.67,0.91,24.85,55.38
2021,10,"Cuenca",65.6,15.57,28.36,129.89
2021,11,"Cuenca",56.03,19.54,19.82,175.53
2021,12,"Cuenca",61.66,29.32,18.01,178.55
2022,1,"Cuenca",52.85,27.76,15.82,277.95
2022,2,"Cuenca",55.36,16.21,20.2,138.97
2022,3,"Cuenca",55.85,8.64,18.06,71.84
2022,4,"Cuenca",64.16,18.95,25.39,116.67
2022,5,"Cuenca",60.21,12.29,22.65,71.28
2022,6,"Cuenca",59.53,6.4,21.87,28.92
2022,7,"Cuenca",59.69,5.22,23.55,23.05
2022,8,"Cuenca",65.01,2.91,26.31,-16.09
2022,9,"Cuenca",63.41,9.94,24.69,-0.64
2022,10,"Cuenca",68.22,4,27.17,-4.2
2022,11,"Cuenca",61.22,9.27,19.78,-0.2
2022,12,"Cuenca",72.91,18.24,18.76,4.21
2023,1,"Cuenca",61.22,15.84,16.46,4.05
2023,2,"Cuenca",59.33,7.17,19.09,-5.5
2023,3,"Cuenca",62.51,11.93,21.51,19.09
2023,4,"Cuenca",74.98,16.86,32.63,28.51
2023,5,"Cuenca",65.81,9.29,22.59,-0.26
2023,6,"Cuenca",60.68,1.93,22.63,3.49
2023,7,"Cuenca",62.66,4.98,21.83,-7.29
2023,8,"Cuenca",67.14,3.27,26.31,0.01
2023,9,"Cuenca",67.54,6.52,26.43,7.06
2023,10,"Cuenca",68.99,1.12,29.47,8.46
2023,11,"Cuenca",63.58,3.85,20.62,4.28
2023,12,"Cuenca",71.99,-1.26,22.78,21.39
2021,1,"Gerona",54.91,-17.6,11.28,-51
2021,2,"Gerona",53.24,-20.33,10.93,-60.51
2021,3,"Gerona",71.18,11.15,21.68,20.4
2021,4,"Gerona",79.45,0,20.8,0
2021,5,"Gerona",84.09,0,24.98,0
2021,6,"Gerona",87.7,9.27,31.26,49.17
2021,7,"Gerona",103.91,9.38,53.63,35.31
2021,8,"Gerona",117.94,7.95,88.03,43.69
2021,9,"Gerona",89.29,10.41,44.79,66.55
2021,10,"Gerona",76.1,9.07,37.19,93.13
2021,11,"Gerona",74.22,36.08,28.6,236.68
2021,12,"Gerona",78.47,16.96,31.79,129.64
2022,1,"Gerona",68.93,25.54,24.67,118.68
2022,2,"Gerona",72.97,37.06,32.21,194.8
2022,3,"Gerona",71.01,-0.24,28.71,32.41
2022,4,"Gerona",75.82,-4.57,34.29,64.9
2022,5,"Gerona",76.35,-9.21,38.08,52.43
2022,6,"Gerona",88.61,1.04,53.11,69.89
2022,7,"Gerona",112.06,7.84,81.65,52.25
2022,8,"Gerona",125.77,6.64,106.01,20.43
2022,9,"Gerona",88.26,-1.16,55.27,23.4
2022,10,"Gerona",73.24,-3.76,39.46,6.1
2022,11,"Gerona",69.9,-5.81,30.17,5.49
2022,12,"Gerona",78.66,0.24,34.89,9.73
2023,1,"Gerona",71.2,3.29,30.56,23.89
2023,2,"Gerona",73.97,1.37,35.4,9.89
2023,3,"Gerona",71.4,0.54,31.84,10.91
2023,4,"Gerona",80.12,5.67,43.68,27.37
2023,5,"Gerona",81.58,6.85,45.37,19.15
2023,6,"Gerona",94.09,6.18,58.99,11.08
2023,7,"Gerona",118.23,5.51,88.19,8.01
2023,8,"Gerona",135.74,7.93,114.41,7.92
2023,9,"Gerona",90.92,3.01,64.15,16.06
2023,10,"Gerona",79.29,8.26,47.46,20.29
2023,11,"Gerona",72.03,3.04,29.69,-1.6
2023,12,"Gerona",82.85,5.33,35,0.33
2021,1,"Granada",81.05,10.95,14.93,-60.74
2021,2,"Granada",56.41,-33.45,9.8,-80.69
2021,3,"Granada",67,-9.59,13.2,-50.07
2021,4,"Granada",53.8,0,10.25,0
2021,5,"Granada",50.42,0,15.2,0
2021,6,"Granada",59.56,22.34,23.4,196.48
2021,7,"Granada",68.97,2.56,33.47,60.58
2021,8,"Granada",79.74,8.34,49.45,67.76
2021,9,"Granada",67.72,19.71,36.87,105.16
2021,10,"Granada",69.75,40.67,40.33,216
2021,11,"Granada",62.32,68.69,28.71,571.41
2021,12,"Granada",93.46,5.42,40.45,132.05
2022,1,"Granada",88.26,8.9,32.35,116.69
2022,2,"Granada",91.84,62.82,45.09,360.16
2022,3,"Granada",77.25,15.29,34.47,161.04
2022,4,"Granada",84.85,57.71,48.21,370.48
2022,5,"Granada",75.45,49.66,42.7,180.91
2022,6,"Granada",76.7,28.77,43.1,84.17
2022,7,"Granada",80.23,16.32,42.43,26.77
2022,8,"Granada",81.69,2.44,50.48,2.08
2022,9,"Granada",76.6,13.11,47.42,28.63
2022,10,"Granada",73.72,5.7,45.59,13.02
2022,11,"Granada",65.8,5.59,32.57,13.45
2022,12,"Granada",85.92,-8.06,37.48,-7.33
2023,1,"Granada",83.58,-5.31,39.1,20.84
2023,2,"Granada",94.34,2.72,51.58,14.4
2023,3,"Granada",84.76,9.72,46.29,34.3
2023,4,"Granada",89.38,5.34,54.83,13.73
2023,5,"Granada",82.33,9.11,49.08,14.97
2023,6,"Granada",86.25,12.45,51.16,18.69
2023,7,"Granada",88.33,10.1,50.34,18.65
2023,8,"Granada",85.66,4.86,53.6,6.19
2023,9,"Granada",89.3,16.58,60.22,26.99
2023,10,"Granada",89.72,21.7,59.62,30.77
2023,11,"Granada",71.52,8.68,37.84,16.2
2023,12,"Granada",87.37,1.68,41.69,11.23
2021,1,"Guadalajara",46.12,-10.09,5.63,-52.71
2021,2,"Guadalajara",47.52,-11.82,8.15,-50.16
2021,3,"Guadalajara",49.72,0.49,9.59,15.28
2021,4,"Guadalajara",50.7,0,9.23,0
2021,5,"Guadalajara",53.62,0,14.4,0
2021,6,"Guadalajara",55.58,26.06,19.3,103.58
2021,7,"Guadalajara",63.12,9.03,21.79,34.65
2021,8,"Guadalajara",65.14,6.24,21.39,16.16
2021,9,"Guadalajara",60.83,6.75,19.78,52.21
2021,10,"Guadalajara",61.66,22.3,22.92,102.69
2021,11,"Guadalajara",56.75,23.8,18.11,112.94
2021,12,"Guadalajara",60.22,22.12,18.58,167.71
2022,1,"Guadalajara",54.17,17.45,12.29,118.25
2022,2,"Guadalajara",57.76,21.53,19.96,145.06
2022,3,"Guadalajara",62.6,25.89,20.07,109.34
2022,4,"Guadalajara",62.74,23.76,22.69,145.76
2022,5,"Guadalajara",61.45,14.61,24.8,72.21
2022,6,"Guadalajara",58.75,5.7,26.44,36.99
2022,7,"Guadalajara",66.55,5.44,30.43,39.67
2022,8,"Guadalajara",64.14,-1.54,24.28,13.51
2022,9,"Guadalajara",62.47,2.69,26.53,34.15
2022,10,"Guadalajara",63.79,3.45,28.04,22.33
2022,11,"Guadalajara",60.2,6.08,23.19,28.01
2022,12,"Guadalajara",68.51,13.77,21.72,16.87
2023,1,"Guadalajara",56.81,4.89,16.66,35.6
2023,2,"Guadalajara",60.79,5.25,22.08,10.63
2023,3,"Guadalajara",62.22,-0.6,23.63,17.75
2023,4,"Guadalajara",67.14,7.01,28.74,26.64
2023,5,"Guadalajara",68.74,11.86,26.04,4.98
2023,6,"Guadalajara",66.68,13.5,30.47,15.23
2023,7,"Guadalajara",68.51,2.94,29.77,-2.17
2023,8,"Guadalajara",67.98,5.98,25.92,6.73
2023,9,"Guadalajara",71.27,14.08,30.28,14.13
2023,10,"Guadalajara",71.31,11.78,30.36,8.28
2023,11,"Guadalajara",64.38,6.93,25.32,9.2
2023,12,"Guadalajara",68.87,0.52,24.1,10.96
2021,1,"Guipúzcoa",57.27,-20.13,11.05,-65.41
2021,2,"Guipúzcoa",59.44,-12.22,12.79,-65.77
2021,3,"Guipúzcoa",65.53,4.42,19.01,-9.83
2021,4,"Guipúzcoa",68.4,0,21.27,0
2021,5,"Guipúzcoa",77.17,0,24.62,0
2021,6,"Guipúzcoa",87.59,26.97,39.83,153.14
2021,7,"Guipúzcoa",125.31,15.58,88.56,57.58
2021,8,"Guipúzcoa",147.52,26.61,124.75,61.88
2021,9,"Guipúzcoa",119.33,40.2,82.31,142.44
2021,10,"Guipúzcoa",99.45,34.71,64.67,199.99
2021,11,"Guipúzcoa",84.82,52.97,42.02,359.71
2021,12,"Guipúzcoa",85.88,38.29,33.42,194.45
2022,1,"Guipúzcoa",68.81,20.14,21.5,94.7
2022,2,"Guipúzcoa",73.73,24.04,36.02,181.56
2022,3,"Guipúzcoa",75.92,15.87,38.47,102.36
2022,4,"Guipúzcoa",99.78,45.86,63.01,196.23
2022,5,"Guipúzcoa",116.43,50.87,74.88,204.11
2022,6,"Guipúzcoa",135.59,54.79,98.3,146.79
2022,7,"Guipúzcoa",160.77,28.3,137.55,55.32
2022,8,"Guipúzcoa",174.86,18.53,154.96,24.21
2022,9,"Guipúzcoa",147.87,23.91,119.2,44.82
2022,10,"Guipúzcoa",117.33,17.97,86.37,33.55
2022,11,"Guipúzcoa",91.76,8.19,50.17,19.4
2022,12,"Guipúzcoa",88.76,3.36,41.44,23.98
2023,1,"Guipúzcoa",77.1,12.05,31.94,48.51
2023,2,"Guipúzcoa",76.9,4.3,38.62,7.22
2023,3,"Guipúzcoa",87.25,14.92,48.25,25.42
2023,4,"Guipúzcoa",110.13,10.38,74.93,18.91
2023,5,"Guipúzcoa",124.15,6.63,94.12,25.7
2023,6,"Guipúzcoa",150.7,11.14,116.85,18.87
2023,7,"Guipúzcoa",180.13,12.04,158.84,15.48
2023,8,"Guipúzcoa",183.84,5.14,161.91,4.48
2023,9,"Guipúzcoa",161.88,9.47,134.98,13.24
2023,10,"Guipúzcoa",130.25,11.02,98.71,14.29
2023,11,"Guipúzcoa",96.09,4.71,55.69,11.01
2023,12,"Guipúzcoa",93.31,5.13,48.47,16.96
2021,1,"Huelva",44.68,-15.28,11.5,-45.32
2021,2,"Huelva",47.74,-5.75,13.75,-44.71
2021,3,"Huelva",49.07,-6.65,14.28,-13.01
2021,4,"Huelva",48.81,0,12.73,0
2021,5,"Huelva",64.39,0,19.92,0
2021,6,"Huelva",85.74,32.36,45.19,137.22
2021,7,"Huelva",113.59,20.21,79.89,94.42
2021,8,"Huelva",154.52,34.89,121.9,98.51
2021,9,"Huelva",108.05,12.1,68.7,92.64
2021,10,"Huelva",73.2,28.43,34.47,78.56
2021,11,"Huelva",64.2,46.4,27.69,251.23
2021,12,"Huelva",67.94,31.52,24.07,151.06
2022,1,"Huelva",61.02,36.56,16.98,47.68
2022,2,"Huelva",64.42,34.92,21.56,56.81
2022,3,"Huelva",88.49,80.35,35.94,151.75
2022,4,"Huelva",66.35,35.93,30.12,136.62
2022,5,"Huelva",71.93,11.71,38.57,93.66
2022,6,"Huelva",91.34,6.52,54.65,20.93
2022,7,"Huelva",118.37,4.22,83.96,5.09
2022,8,"Huelva",139.39,-9.79,108.53,-10.97
2022,9,"Huelva",97.79,-9.5,66.3,-3.5
2022,10,"Huelva",71.6,-2.19,39.51,14.6
2022,11,"Huelva",65.39,1.86,27.64,-0.18
2022,12,"Huelva",66.36,-2.32,21.01,-12.72
2023,1,"Huelva",64.24,5.29,21.34,25.71
2023,2,"Huelva",68.94,7.03,23.09,7.12
2023,3,"Huelva",68.85,-22.2,23.18,-35.49
2023,4,"Huelva",65.71,-0.96,35.91,19.21
2023,5,"Huelva",78.85,9.63,39.26,1.8
2023,6,"Huelva",87.71,-3.97,54.63,-0.04
2023,7,"Huelva",135.72,14.65,100.5,19.7
2023,8,"Huelva",145.08,4.08,113.58,4.65
2023,9,"Huelva",94.5,-3.36,66.85,0.82
2023,10,"Huelva",78.46,9.58,44.37,12.3
2023,11,"Huelva",72.67,11.14,30.84,11.57
2023,12,"Huelva",76.45,15.21,30.22,43.82
2021,1,"Huesca",50.51,-34.44,5.88,-82.2
2021,2,"Huesca",51.99,-32.55,7.06,-81.88
2021,3,"Huesca",57.88,-22.99,9.22,-58.45
2021,4,"Huesca",63.77,0,12.33,0
2021,5,"Huesca",60.91,0,12.87,0
2021,6,"Huesca",64.87,19.01,23.31,105.84
2021,7,"Huesca",71.32,13.31,38.03,67.19
2021,8,"Huesca",82.97,10.95,62.41,58.05
2021,9,"Huesca",67.96,10.1,31.13,65.31
2021,10,"Huesca",64.49,9.82,28.72,92.98
2021,11,"Huesca",56.16,22.75,16.36,186.73
2021,12,"Huesca",82.27,34.46,27.24,282.54
2022,1,"Huesca",86.98,72.19,40.37,586.98
2022,2,"Huesca",82.89,59.42,43.35,513.99
2022,3,"Huesca",73.41,26.82,29.54,220.38
2022,4,"Huesca",67.31,5.56,22.64,83.67
2022,5,"Huesca",56.84,-6.68,20.23,57.17
2022,6,"Huesca",65.17,0.45,29.41,26.16
2022,7,"Huesca",73.3,2.78,40.06,5.33
2022,8,"Huesca",84.26,1.55,57.64,-7.66
2022,9,"Huesca",69.39,2.11,32.32,3.82
2022,10,"Huesca",65.04,0.84,27.87,-2.95
2022,11,"Huesca",58.51,4.19,19.29,17.92
2022,12,"Huesca",85.38,3.78,26.46,-2.88
2023,1,"Huesca",81.14,-6.72,31.04,-23.12
2023,2,"Huesca",87.36,5.4,48.98,12.98
2023,3,"Huesca",82.5,12.38,35.64,20.68
2023,4,"Huesca",70.17,4.24,29.39,29.84
2023,5,"Huesca",63.71,12.09,22.74,12.44
2023,6,"Huesca",70.02,7.45,32.7,11.19
2023,7,"Huesca",77.14,5.24,42.97,7.27
2023,8,"Huesca",89.6,6.34,61.85,7.32
2023,9,"Huesca",69.99,0.87,36.7,13.55
2023,10,"Huesca",67.68,4.07,29.9,7.29
2023,11,"Huesca",63.57,8.65,21.43,11.05
2023,12,"Huesca",82.29,-3.62,27.41,3.58
2021,1,"Islas Baleares",69.54,-11.53,12.09,-66.75
2021,2,"Islas Baleares",63.07,-11.37,13.3,-65.74
2021,3,"Islas Baleares",90.86,28.99,34.31,4.6
2021,4,"Islas Baleares",100.3,0,41.47,0
2021,5,"Islas Baleares",114.39,0,51.73,0
2021,6,"Islas Baleares",117.78,19.13,55.94,144.61
2021,7,"Islas Baleares",139.24,7.11,87.12,71.75
2021,8,"Islas Baleares",152.5,13.52,102.65,91.17
2021,9,"Islas Baleares",118.03,25.86,77.21,183.44
2021,10,"Islas Baleares",96.64,22.96,56.39,200.01
2021,11,"Islas Baleares",92.56,26.23,48.86,166.45
2021,12,"Islas Baleares",104.21,22.18,39.83,97.12
2022,1,"Islas Baleares",91.6,31.72,33.45,176.64
2022,2,"Islas Baleares",85.04,34.83,42.96,222.99
2022,3,"Islas Baleares",85.64,-5.74,46.88,36.63
2022,4,"Islas Baleares",96.86,-3.42,66.64,60.71
2022,5,"Islas Baleares",96.11,-15.97,63.57,22.88
2022,6,"Islas Baleares",119.57,1.52,100.46,79.56
2022,7,"Islas Baleares",152.05,9.2,135.86,55.94
2022,8,"Islas Baleares",160.18,5.03,146.42,42.65
2022,9,"Islas Baleares",126.99,7.59,107.46,39.19
2022,10,"Islas Baleares",100.12,3.6,63.31,12.27
2022,11,"Islas Baleares",88.01,-4.92,48.03,-1.71
2022,12,"Islas Baleares",101.64,-2.47,44.51,11.75
2023,1,"Islas Baleares",98.47,7.49,52.02,55.51
2023,2,"Islas Baleares",84.18,-1.02,48.04,11.83
2023,3,"Islas Baleares",91.19,6.48,54.08,15.36
2023,4,"Islas Baleares",102.27,5.58,75.71,13.6
2023,5,"Islas Baleares",104.51,8.74,76.98,21.1
2023,6,"Islas Baleares",129.43,8.25,110.39,9.89
2023,7,"Islas Baleares",163.2,7.33,145.71,7.25
2023,8,"Islas Baleares",177.66,10.92,163.84,11.89
2023,9,"Islas Baleares",140.53,10.66,122.79,14.26
2023,10,"Islas Baleares",104.3,4.18,69.81,10.27
2023,11,"Islas Baleares",100.19,13.85,58.38,21.55
2023,12,"Islas Baleares",113.48,11.66,56.01,25.86
2021,1,"Jaén",45.27,-13.79,6.17,-52.7
2021,2,"Jaén",44.93,-16.75,8.3,-55.38
2021,3,"Jaén",45.9,-14.7,8.19,-16.77
2021,4,"Jaén",49.93,0,8.26,0
2021,5,"Jaén",51.67,0,15.59,0
2021,6,"Jaén",55.92,12.43,16.57,117.6
2021,7,"Jaén",58.2,-0.13,18.4,9.16
2021,8,"Jaén",62.21,4.71,28.4,34.35
2021,9,"Jaén",61.28,8.34,26.8,60.31
2021,10,"Jaén",59.47,3.8,26.14,88.97
2021,11,"Jaén",57.72,21.74,21.73,183.04
2021,12,"Jaén",58.4,19.7,18.51,192
2022,1,"Jaén",54.23,19.79,12.13,96.6
2022,2,"Jaén",56.1,24.85,20.56,147.88
2022,3,"Jaén",56.99,24.15,17.38,112.21
2022,4,"Jaén",60.56,21.29,27.74,235.95
2022,5,"Jaén",57.79,11.85,25.23,61.78
2022,6,"Jaén",58.72,5.01,22.92,38.32
2022,7,"Jaén",61.6,5.83,23.24,26.33
2022,8,"Jaén",62.32,0.17,27.54,-3.02
2022,9,"Jaén",62.25,1.58,27.13,1.22
2022,10,"Jaén",61.72,3.79,27.53,5.33
2022,11,"Jaén",58.3,1,21.06,-3.09
2022,12,"Jaén",60.4,3.41,19.55,5.61
2023,1,"Jaén",58.09,7.13,15.72,29.6
2023,2,"Jaén",59.97,6.91,23.01,11.9
2023,3,"Jaén",59.74,4.82,23.97,37.87
2023,4,"Jaén",66.21,9.32,32.23,16.19
2023,5,"Jaén",60.42,4.55,24.45,-3.08
2023,6,"Jaén",61.64,4.98,22.47,-1.97
2023,7,"Jaén",62.33,1.19,21.67,-6.79
2023,8,"Jaén",64.22,3.05,26.55,-3.61
2023,9,"Jaén",63.74,2.39,26.7,-1.58
2023,10,"Jaén",64.95,5.24,27.88,1.27
2023,11,"Jaén",60.85,4.39,24.14,14.64
2023,12,"Jaén",66.47,10.05,22.67,15.96
2021,1,"La Rioja",45.21,-27.47,5.57,-71.83
2021,2,"La Rioja",48.22,-25.12,7.6,-74.41
2021,3,"La Rioja",51.06,-27.12,11.16,-41.49
2021,4,"La Rioja",53.1,0,10.2,0
2021,5,"La Rioja",56.49,0,15.57,0
2021,6,"La Rioja",66.01,26.8,21.68,118.19
2021,7,"La Rioja",68.69,10.48,31,40.72
2021,8,"La Rioja",74.24,15.21,49.58,88.1
2021,9,"La Rioja",72.3,18.03,39.04,115.37
2021,10,"La Rioja",75.99,28.35,41.43,191.66
2021,11,"La Rioja",71.39,51.85,31.7,275.33
2021,12,"La Rioja",76.07,53.2,25.12,258.5
2022,1,"La Rioja",66.53,47.17,16.07,188.45
2022,2,"La Rioja",66.64,38.21,23.82,213.43
2022,3,"La Rioja",70.52,38.1,26.99,141.76
2022,4,"La Rioja",72.1,35.78,37.94,271.81
2022,5,"La Rioja",68.55,21.35,38.24,145.61
2022,6,"La Rioja",71.73,8.67,38.29,76.6
2022,7,"La Rioja",73.17,6.53,38.26,23.41
2022,8,"La Rioja",73.38,-1.16,47.68,-3.83
2022,9,"La Rioja",75.22,4.03,46.8,19.87
2022,10,"La Rioja",77.75,2.31,44.65,7.78
2022,11,"La Rioja",70.78,-0.85,32.79,3.45
2022,12,"La Rioja",75.49,-0.76,27.62,9.97
2023,1,"La Rioja",62.12,-6.63,20.09,25.01
2023,2,"La Rioja",64.47,-3.26,27.43,15.15
2023,3,"La Rioja",66.67,-5.47,30.58,13.29
2023,4,"La Rioja",74.86,3.83,41.95,10.58
2023,5,"La Rioja",74.18,8.21,42.72,11.72
2023,6,"La Rioja",73.53,2.51,41.92,9.49
2023,7,"La Rioja",78.57,7.38,40.53,5.94
2023,8,"La Rioja",77.17,5.16,47.31,-0.77
2023,9,"La Rioja",85.58,13.78,53.29,13.86
2023,10,"La Rioja",82.77,6.46,47.21,5.72
2023,11,"La Rioja",73.7,4.11,34.33,4.68
2023,12,"La Rioja",74.63,-1.14,28.95,4.78
2021,1,"Las Palmas",99.8,0.26,21.57,-72.92
2021,2,"Las Palmas",93.52,-7.53,20.7,-74.37
2021,3,"Las Palmas",98.11,-3.82,26.3,-52.99
2021,4,"Las Palmas",99.01,0,29.17,0
2021,5,"Las Palmas",92.54,0,34.52,0
2021,6,"Las Palmas",91.65,32.65,38.8,95.81
2021,7,"Las Palmas",97.38,4.56,52.08,27.62
2021,8,"Las Palmas",105.78,6.34,72.05,44.46
2021,9,"Las Palmas",99.77,15.59,69.4,187.55
2021,10,"Las Palmas",105.28,19.2,82.87,265.62
2021,11,"Las Palmas",109.84,9.84,89.81,184.36
2021,12,"Las Palmas",114.25,4.99,76.37,123.12
2022,1,"Las Palmas",109.47,9.69,64.85,200.64
2022,2,"Las Palmas",112.97,20.8,76.82,271.06
2022,3,"Las Palmas",111.67,13.82,91.12,246.41
2022,4,"Las Palmas",115.1,16.26,86.75,197.37
2022,5,"Las Palmas",99.45,7.47,71.58,107.33
2022,6,"Las Palmas",99.6,8.68,75.13,93.65
2022,7,"Las Palmas",112.95,15.99,90.93,74.59
2022,8,"Las Palmas",118.71,12.23,103.34,43.43
2022,9,"Las Palmas",108.43,8.68,92.64,33.5
2022,10,"Las Palmas",115.02,9.25,94.49,14.02
2022,11,"Las Palmas",119.6,8.89,100.96,12.41
2022,12,"Las Palmas",123.65,8.23,98.01,28.33
2023,1,"Las Palmas",118.91,8.63,100.01,54.22
2023,2,"Las Palmas",124.98,10.63,106.12,38.14
2023,3,"Las Palmas",126.01,12.84,107.02,17.44
2023,4,"Las Palmas",122.71,6.61,92.11,6.18
2023,5,"Las Palmas",103.24,3.81,75.97,6.14
